"census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","pct_Barrest","pct_Warrest","prop_Barr","prop_Warr","prop_arr","SIR_Barr","SIR_Warr","SIR_arr","RE_tot","RE_B","RE_W"
11701,2012,18,73,91,37,129,4710,4469,118,0.948832272,0.025053079,19.8682766190999,80.1317233809001,15.2413209144793,1.63343849992168,1.93201842848347,1.33740688706662,0.746927816892026,0.565127678189372,0.359850704669952,0.329207450151443,0.325374513864517
11701,2013,15,57,72,37,129,4775,4520,125,0.946596859,0.02617801,20.9431345353675,79.0568654646325,11.9904076738609,1.26103404791929,1.50782182572093,1.0525313573281,0.576643715018898,0.441051074975397,-0.183696106076241,0.397792756557465,-0.61120992898941
11701,2014,15,69,84,37,129,4840,4589,89,0.948140496,0.01838843,17.9548156956005,82.0451843043995,16.8350168350168,1.50356279008956,1.73550133261709,1.47409048669017,0.687557116066921,0.507653356087901,2.21882677078247,2.47153472900391,2.00301098823547
11701,2015,9,70,79,37,129,4995,4823,0,0.965565566,0,11.5044247787611,88.4955752212389,9000,1.45134871762974,1.58154991892054,90,0.663711775833888,0.462629242315472,0.422208428382874,0.00541434437036514,0.42880517244339
11701,2016,25,77,102,37,129,5065,4956,0,0.978479763,0,24.5837414299706,75.4162585700294,25000,1.55364096769637,2.01378057688891,250,0.710508410646354,0.589068390191188,-2.28531432151794,-2.23814725875854,-1.98528516292572
11701,2017,29,78,108,37,129,4850,4650,92,0.958762887,0.018969072,26.9195189639223,72.1554116558742,31.4875135722041,1.67738328207996,2.2267582111709,2.75786025131547,0.767052474155482,0.651352216385385,-2.79495668411255,-1.85559320449829,-2.50694608688354
11701,2018,16,69,85,37,129,4811,4618,38,0.9598836,0.007898566,18.9189189189189,81.0810810810811,41.994750656168,1.49412095883588,1.76674772920954,3.63470118077341,0.683243687645754,0.516791454793342,0.00730206072330475,0.0919267311692238,-0.182274594902992
11703,2010,0,32,33,37,129,3582,3408,111,0.951423786,0.030988275,0.302114803625378,96.6767371601208,0,0.938939585106071,0.92124731302867,0,0.42921827007224,0.26941981113553,-1.49577987194061,-1.22022497653961,-1.4326536655426
11703,2011,7,32,39,37,129,3729,3620,27,0.970769643,0.007240547,18.1585677749361,81.8414322250639,25.830258302583,0.883953481948013,1.04582875224585,2.21751047993048,0.404113474293757,0.305863300249562,-1.99673855304718,-1.37571489810944,-2.0783314704895
11703,2012,2,21,23,37,129,3743,3686,29,0.984771574,0.007747796,9.09090909090909,90.9090909090909,6.87285223367698,0.569707821274518,0.614463946995806,0.591171190039978,0.260456804402627,0.179706766302162,0.500527560710907,-0.234386295080185,0.580485999584198
11703,2013,0,28,28,37,129,3972,3886,18,0.978348439,0.004531722,0.355871886120996,99.644128113879,0,0.720516713414477,0.704916794642632,0,0.329423594847469,0.206169670108936,-1.10361731052399,-0.860962867736816,-1.11401855945587
11703,2014,2,14,16,37,129,3984,3875,27,0.972640562,0.006777108,13.0434782608696,86.9565217391304,7.38007380073801,0.361280999200021,0.401596345473256,0.633574422837281,0.165178814736432,0.117456647428652,-0.865187108516693,-0.875120878219604,-0.784558594226837
11703,2015,5,15,20,37,129,4041,3903,15,0.965850037,0.003711952,25.3731343283582,74.6268656716418,33.112582781457,0.384309907509416,0.494914750934152,2.78061582023038,0.175709159111323,0.144751339064509,1.86870455741882,1.67661261558533,2.01184129714966
11703,2016,0,10,10,37,129,4132,3954,17,0.956921588,0.00411423,0.99009900990099,99.009900990099,0,0.252902051035634,0.242007695844728,0,0.115630283229541,0.0707828515174361,0.0791304185986519,-0.168668881058693,0.0972458347678185
11703,2017,1,18,19,37,129,4252,4078,18,0.959078081,0.004233302,5.75916230366492,94.2408376963351,5.52486187845304,0.441382016134965,0.446838032971943,0.467771613871011,0.201812846503255,0.130694523003365,-0.332345396280289,-0.334611803293228,-0.333684384822845
11703,2018,4,14,18,37,129,4298,4157,25,0.967194044,0.005816659,22.6519337016575,77.3480662983425,15.9362549800797,0.336773231339155,0.418789697773435,1.36506128167383,0.153985840957673,0.122491607527414,0.328453212976456,-0.847995162010193,0.68574446439743
11705,2010,0,5,5,37,129,8227,7770,40,0.944451197,0.00486204,1.96078431372549,98.0392156862745,0,0.0643492361745666,0.0607747565970998,0,0.0294377042973573,0.0177815621879493,1.06460869312286,1.38865947723389,0.966806411743164
11705,2011,1,6,7,37,129,8153,7833,5,0.960750644,0.000613271,15.4929577464789,84.5070422535211,19.6078431372549,0.0765980263241884,0.0858569133213134,1.50137914772509,0.0350412938341593,0.0251200559169735,-1.06680643558502,-1.34101712703705,-0.782216906547546
11705,2012,0,9,9,37,129,8220,7899,96,0.960948905,0.011678832,1.0989010989011,98.9010989010989,0,0.113937030800977,0.109487719127505,0,0.0521230144332327,0.0320340586460196,-0.0539221428334713,0.454406261444092,-0.3148233294487
11705,2013,2,1,3,37,129,8271,7990,28,0.966025874,0.003385322,67.741935483871,32.258064516129,7.11743772241993,0.0125154879162964,0.0362708708636094,0.611638762514423,0.00572552366479257,0.0106122008619857,0.674117922782898,-0.303522676229477,0.820020139217377
11705,2014,1,2,3,37,129,8036,7681,118,0.955823793,0.014683922,35.4838709677419,64.5161290322581,0.846740050804403,0.0260379372746091,0.0373315414193452,0.0743003826148123,0.0119114387198744,0.010922424758618,-0.148588582873344,-0.368861943483353,0.0449607446789742
11705,2015,1,0,1,37,129,7915,7543,115,0.953000632,0.014529375,100,0,0.868809730668984,0,0.01263407916514,0.0762238792133119,0,0.00369644627639347,-1.32212889194489,-1.24225866794586,-1.11410975456238
